# [General]
# timestamp=2025-04-17T14:51:29.184141
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float
# column_headers='Time (s);;Power (W)'
# 
# [Metadata]
# scanner_x=-4.659387383855679
# scanner_y=3.7010040768
# start recoding time='17.04.2025, 14:51:13.912455'
# sample rate (hz)=50.0
# sample timing='TIMESTAMP'
# 
# ---- END HEADER ----
2.210420009214431e-02	2.033974980000000e-03
7.019390002824366e-02	2.069701210000000e-03
1.174420000752434e-01	2.088908800000000e-03
1.642634000163525e-01	2.119256420000000e-03
1.955528000835329e-01	2.137119420000000e-03
2.277635000646114e-01	2.152293450000000e-03
2.595065000932664e-01	2.167851430000000e-03
2.911472000414506e-01	2.178223340000000e-03
3.213107000337914e-01	2.192245100000000e-03
3.679263000376523e-01	2.195702170000000e-03
4.146469000261277e-01	2.197815340000000e-03
4.456801000051200e-01	2.197046760000000e-03
4.767081000609323e-01	2.196470740000000e-03
5.279282000847161e-01	2.196854910000000e-03
5.550458000507206e-01	2.197046760000000e-03
5.871368000516668e-01	2.197238850000000e-03
6.186033000703901e-01	2.196470740000000e-03
6.812959000235423e-01	2.200312210000000e-03
7.272088000318035e-01	2.204922030000000e-03
7.730407000053674e-01	2.215101850000000e-03
8.192085000919178e-01	2.223937540000000e-03
8.508857000852004e-01	2.233157170000000e-03
8.828620000276715e-01	2.245257840000000e-03
9.292977000586689e-01	2.267730420000000e-03
9.751500000711530e-01	2.282904460000000e-03
1.021057600039057e+00	2.291548070000000e-03
1.068308400106616e+00	2.294044710000000e-03
1.113713000086136e+00	2.296733670000000e-03
1.145382100017741e+00	2.297886410000000e-03
1.176294800010510e+00	2.297502240000000e-03
1.223812800017186e+00	2.296349730000000e-03
1.271474900073372e+00	2.294044710000000e-03
1.316931700101122e+00	2.292316170000000e-03
1.377210300066508e+00	2.287898450000000e-03
1.424424900091253e+00	2.286361760000000e-03
1.455229600076564e+00	2.285977830000000e-03
1.485348800080828e+00	2.284056970000000e-03
1.532167900004424e+00	2.283096310000000e-03
1.578215800109319e+00	2.282328210000000e-03
1.625743100070395e+00	2.282904460000000e-03
1.671977600082755e+00	2.281175690000000e-03
