# [General]
# timestamp=2025-04-17T16:19:44.048358
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float;;float;;float;;float;;float
# column_headers='X (W) set 1;;Y (arb.u.) set 1;;X (W) set 2;;Y (arb.u.) set 2;;X (W) set 3;;Y (arb.u.) set 3'
# 
# [Metadata]
# scanner_x=-4.62856598041918
# scanner_y=3.7529566073227376
# x-limits=(-0.0005180233608086462, 0.010894091359109199)
# y-limits=(-27067.5, 568417.5)
# x-label='X'
# y-label='Y'
# x-unit='W'
# y-unit='arb.u.'
# data-labels=['pfi1', 'pfi2', 'ai4']
# 
# ---- END HEADER ----
5.399191650000000e-05	5.148500000000000e+05	5.399191650000000e-05	0.000000000000000e+00	5.399191650000000e-05	5.467376073954726e-01
5.398520052078282e-05	5.276500000000000e+05	5.398520052078282e-05	0.000000000000000e+00	5.398520052078282e-05	5.444831395614746e-01
5.399238787383960e-05	5.211500000000000e+05	5.399238787383960e-05	0.000000000000000e+00	5.399238787383960e-05	5.377197360998192e-01
5.400942720217392e-05	5.325000000000000e+05	5.400942720217392e-05	0.000000000000000e+00	5.400942720217392e-05	5.435169390632510e-01
5.402646653050824e-05	5.336000000000000e+05	5.402646653050824e-05	0.000000000000000e+00	5.402646653050824e-05	5.354652682926747e-01
5.401290688613587e-05	5.167000000000000e+05	5.401290688613587e-05	0.000000000000000e+00	5.401290688613587e-05	5.422286717342076e-01
5.395954629546799e-05	5.212500000000000e+05	5.395954629546799e-05	0.000000000000000e+00	5.395954629546799e-05	5.419066049022897e-01
5.391233752444999e-05	5.140500000000000e+05	5.391233752444999e-05	0.000000000000000e+00	5.391233752444999e-05	5.496362089062358e-01
5.396408234961093e-05	5.181500000000000e+05	5.396408234961093e-05	0.000000000000000e+00	5.396408234961093e-05	5.473817410635670e-01
5.401582717477187e-05	5.247000000000000e+05	5.401582717477187e-05	0.000000000000000e+00	5.401582717477187e-05	5.444831395614746e-01
5.399619761314291e-05	5.326000000000000e+05	5.399619761314291e-05	0.000000000000000e+00	5.399619761314291e-05	5.454493400609346e-01
5.394875417431219e-05	5.151500000000000e+05	5.394875417431219e-05	0.000000000000000e+00	5.394875417431219e-05	5.431948722307843e-01
5.391730701529586e-05	5.188500000000000e+05	5.391730701529586e-05	0.000000000000000e+00	5.391730701529586e-05	5.438390058958550e-01
5.391297790980718e-05	5.109500000000000e+05	5.391297790980718e-05	0.000000000000000e+00	5.391297790980718e-05	5.470596742294509e-01
5.390864880431849e-05	5.120500000000000e+05	5.390864880431849e-05	0.000000000000000e+00	5.390864880431849e-05	5.406183375759884e-01
5.392613338222893e-05	5.152500000000000e+05	5.392613338222893e-05	0.000000000000000e+00	5.392613338222893e-05	5.493141420711554e-01
5.400435838105615e-05	5.191000000000000e+05	5.400435838105615e-05	0.000000000000000e+00	5.400435838105615e-05	5.448052063944906e-01
5.398408667878023e-05	5.255500000000000e+05	5.398408667878023e-05	0.000000000000000e+00	5.398408667878023e-05	5.541451446118568e-01
5.393828379441758e-05	5.127500000000000e+05	5.393828379441758e-05	0.000000000000000e+00	5.393828379441758e-05	5.467376073954726e-01
5.401221002591376e-05	5.245500000000000e+05	5.401221002591376e-05	0.000000000000000e+00	5.401221002591376e-05	5.402962707447556e-01
5.400615277159768e-05	5.049500000000000e+05	5.400615277159768e-05	0.000000000000000e+00	5.400615277159768e-05	5.441610727285962e-01
5.394650493100453e-05	5.089500000000000e+05	5.394650493100453e-05	0.000000000000000e+00	5.394650493100453e-05	5.428728053984548e-01
5.391821915977835e-05	5.268500000000000e+05	5.391821915977835e-05	0.000000000000000e+00	5.391821915977835e-05	5.473817410635670e-01
5.397070887097923e-05	5.124500000000000e+05	5.397070887097923e-05	0.000000000000000e+00	5.397070887097923e-05	5.377197360998192e-01
5.402319858218011e-05	5.222000000000000e+05	5.402319858218011e-05	0.000000000000000e+00	5.402319858218011e-05	5.448052063944906e-01
5.402136189021538e-05	5.071000000000000e+05	5.402136189021538e-05	0.000000000000000e+00	5.402136189021538e-05	5.483479415667412e-01
5.401806269194556e-05	5.119000000000000e+05	5.401806269194556e-05	0.000000000000000e+00	5.401806269194556e-05	5.467376073954726e-01
5.397846634806346e-05	5.057500000000000e+05	5.397846634806346e-05	0.000000000000000e+00	5.397846634806346e-05	5.454493400609346e-01
5.392705641616608e-05	5.084500000000000e+05	5.392705641616608e-05	0.000000000000000e+00	5.392705641616608e-05	5.464155405616318e-01
5.395119426702456e-05	5.248500000000000e+05	5.395119426702456e-05	0.000000000000000e+00	5.395119426702456e-05	5.512465430837071e-01
5.397449115405530e-05	5.218000000000000e+05	5.397449115405530e-05	0.000000000000000e+00	5.397449115405530e-05	5.444831395614746e-01
5.399697000462909e-05	5.220000000000000e+05	5.399697000462909e-05	0.000000000000000e+00	5.399697000462909e-05	5.470596742294509e-01
5.394863939126599e-05	5.140500000000000e+05	5.394863939126599e-05	0.000000000000000e+00	5.394863939126599e-05	5.390080034211930e-01
5.394515553694278e-05	5.243000000000000e+05	5.394515553694278e-05	0.000000000000000e+00	5.394515553694278e-05	5.438390058958550e-01
5.402027711925031e-05	5.073500000000000e+05	5.402027711925031e-05	0.000000000000000e+00	5.402027711925031e-05	5.425507385662627e-01
5.399026479515924e-05	5.208500000000000e+05	5.399026479515924e-05	0.000000000000000e+00	5.399026479515924e-05	5.470596742294509e-01
5.393637109716761e-05	5.002500000000000e+05	5.393637109716761e-05	0.000000000000000e+00	5.393637109716761e-05	5.464155405616318e-01
5.391450756570146e-05	5.056000000000000e+05	5.391450756570146e-05	0.000000000000000e+00	5.391450756570146e-05	5.467376073954726e-01
5.393571214665383e-05	5.194000000000000e+05	5.393571214665383e-05	0.000000000000000e+00	5.393571214665383e-05	5.438390058958550e-01
5.395871821999943e-05	5.166500000000000e+05	5.395871821999943e-05	0.000000000000000e+00	5.395871821999943e-05	5.457714068943629e-01
5.400526559380555e-05	5.057500000000000e+05	5.400526559380555e-05	0.000000000000000e+00	5.400526559380555e-05	5.464155405616318e-01
5.405181296761167e-05	5.118500000000000e+05	5.405181296761167e-05	0.000000000000000e+00	5.405181296761167e-05	5.470596742294509e-01
5.398573725776138e-05	5.264500000000000e+05	5.398573725776138e-05	0.000000000000000e+00	5.398573725776138e-05	5.464155405616318e-01
5.392182010125125e-05	5.036000000000000e+05	5.392182010125125e-05	0.000000000000000e+00	5.392182010125125e-05	5.486700084014081e-01
5.399944943852945e-05	5.291000000000000e+05	5.399944943852945e-05	0.000000000000000e+00	5.399944943852945e-05	5.473817410635670e-01
5.399206917271121e-05	5.306500000000000e+05	5.399206917271121e-05	0.000000000000000e+00	5.399206917271121e-05	5.460934737279285e-01
5.394211899822482e-05	5.030500000000000e+05	5.394211899822482e-05	0.000000000000000e+00	5.394211899822482e-05	5.515686099196153e-01
5.392203039683869e-05	5.172500000000000e+05	5.392203039683869e-05	0.000000000000000e+00	5.392203039683869e-05	5.477038078978207e-01
5.394331714747952e-05	5.273000000000000e+05	5.394331714747952e-05	0.000000000000000e+00	5.394331714747952e-05	5.477038078978207e-01
5.399743044911096e-05	5.309500000000000e+05	5.399743044911096e-05	0.000000000000000e+00	5.399743044911096e-05	5.451272732276439e-01
