# [General]
# timestamp=2025-04-17T16:19:44.090315
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float;;float
# column_headers='pfi1 (counts/s);;pfi2 (counts/s);;ai4 (V)'
# 
# [Metadata]
# scanner_x=-4.62856598041918
# scanner_y=3.7529566073227376
# start recoding time='17.04.2025, 16:18:44.062209'
# sample rate (hz)=50.0
# sample timing='CONSTANT'
# 
# ---- END HEADER ----
5.211500000000000e+05	0.000000000000000e+00	5.377197360998192e-01
5.325000000000000e+05	0.000000000000000e+00	5.435169390632510e-01
5.336000000000000e+05	0.000000000000000e+00	5.354652682926747e-01
5.167000000000000e+05	0.000000000000000e+00	5.422286717342076e-01
5.212500000000000e+05	0.000000000000000e+00	5.419066049022897e-01
5.140500000000000e+05	0.000000000000000e+00	5.496362089062358e-01
5.181500000000000e+05	0.000000000000000e+00	5.473817410635670e-01
5.247000000000000e+05	0.000000000000000e+00	5.444831395614746e-01
5.326000000000000e+05	0.000000000000000e+00	5.454493400609346e-01
5.151500000000000e+05	0.000000000000000e+00	5.431948722307843e-01
5.188500000000000e+05	0.000000000000000e+00	5.438390058958550e-01
5.109500000000000e+05	0.000000000000000e+00	5.470596742294509e-01
5.120500000000000e+05	0.000000000000000e+00	5.406183375759884e-01
5.152500000000000e+05	0.000000000000000e+00	5.493141420711554e-01
5.191000000000000e+05	0.000000000000000e+00	5.448052063944906e-01
5.255500000000000e+05	0.000000000000000e+00	5.541451446118568e-01
5.127500000000000e+05	0.000000000000000e+00	5.467376073954726e-01
5.245500000000000e+05	0.000000000000000e+00	5.402962707447556e-01
5.049500000000000e+05	0.000000000000000e+00	5.441610727285962e-01
5.089500000000000e+05	0.000000000000000e+00	5.428728053984548e-01
5.268500000000000e+05	0.000000000000000e+00	5.473817410635670e-01
5.124500000000000e+05	0.000000000000000e+00	5.377197360998192e-01
5.222000000000000e+05	0.000000000000000e+00	5.448052063944906e-01
5.071000000000000e+05	0.000000000000000e+00	5.483479415667412e-01
5.119000000000000e+05	0.000000000000000e+00	5.467376073954726e-01
5.057500000000000e+05	0.000000000000000e+00	5.454493400609346e-01
5.084500000000000e+05	0.000000000000000e+00	5.464155405616318e-01
5.248500000000000e+05	0.000000000000000e+00	5.512465430837071e-01
5.218000000000000e+05	0.000000000000000e+00	5.444831395614746e-01
5.220000000000000e+05	0.000000000000000e+00	5.470596742294509e-01
5.140500000000000e+05	0.000000000000000e+00	5.390080034211930e-01
5.243000000000000e+05	0.000000000000000e+00	5.438390058958550e-01
5.073500000000000e+05	0.000000000000000e+00	5.425507385662627e-01
5.208500000000000e+05	0.000000000000000e+00	5.470596742294509e-01
5.002500000000000e+05	0.000000000000000e+00	5.464155405616318e-01
5.056000000000000e+05	0.000000000000000e+00	5.467376073954726e-01
5.194000000000000e+05	0.000000000000000e+00	5.438390058958550e-01
5.166500000000000e+05	0.000000000000000e+00	5.457714068943629e-01
5.057500000000000e+05	0.000000000000000e+00	5.464155405616318e-01
5.118500000000000e+05	0.000000000000000e+00	5.470596742294509e-01
5.264500000000000e+05	0.000000000000000e+00	5.464155405616318e-01
5.036000000000000e+05	0.000000000000000e+00	5.486700084014081e-01
5.291000000000000e+05	0.000000000000000e+00	5.473817410635670e-01
5.306500000000000e+05	0.000000000000000e+00	5.460934737279285e-01
5.030500000000000e+05	0.000000000000000e+00	5.515686099196153e-01
5.172500000000000e+05	0.000000000000000e+00	5.477038078978207e-01
5.273000000000000e+05	0.000000000000000e+00	5.477038078978207e-01
5.309500000000000e+05	0.000000000000000e+00	5.451272732276439e-01
5.038000000000000e+05	0.000000000000000e+00	5.470596742294509e-01
5.176500000000000e+05	0.000000000000000e+00	5.438390058958550e-01
5.107000000000000e+05	0.000000000000000e+00	5.480258747322121e-01
