"Time differences (ps)"	"Normalized correlation g(2)"
-80000	1.1036841275278473
-79900	1.0746398083823776
-79800	0.8132409360731506
-79700	1.306994361546135
-79600	1.1617727658187866
-79500	1.045595489236908
-79400	1.2779500424006653
-79300	1.1617727658187866
-79200	1.0746398083823776
-79100	1.045595489236908
-79000	1.1036841275278473
-78900	1.1036841275278473
-78800	1.3360386806916047
-78700	1.4522159572734834
-78600	0.9003738935095597
-78500	0.9003738935095597
-78400	0.8132409360731506
-78300	0.958462531800499
-78200	1.1617727658187866
-78100	1.2779500424006653
-78000	0.9003738935095597
-77900	1.132728446673317
-77800	1.0165511700914382
-77700	1.132728446673317
-77600	0.9294182126550293
-77500	1.1036841275278473
-77400	1.219861404109726
-77300	1.1036841275278473
-77200	1.2779500424006653
-77100	0.9294182126550293
-77000	1.1908170849642563
-76900	1.306994361546135
-76800	0.9875068509459687
-76700	1.0746398083823776
-76600	1.132728446673317
-76500	1.0165511700914382
-76400	0.8422852552186203
-76300	1.045595489236908
-76200	0.9003738935095597
-76100	1.3360386806916047
-76000	0.9875068509459687
-75900	0.9875068509459687
-75800	1.0165511700914382
-75700	1.1908170849642563
-75600	0.9875068509459687
-75500	0.8132409360731506
-75400	1.1617727658187866
-75300	0.9003738935095597
-75200	1.4522159572734834
-75100	0.784196616927681
-75000	0.9875068509459687
-74900	1.5393489147098924
-74800	1.0746398083823776
-74700	0.9294182126550293
-74600	1.045595489236908
-74500	1.0746398083823776
-74400	1.045595489236908
-74300	1.0165511700914382
-74200	1.3360386806916047
-74100	1.045595489236908
-74000	1.4231716381280137
-73900	1.1908170849642563
-73800	1.1617727658187866
-73700	1.3360386806916047
-73600	1.0746398083823776
-73500	1.0746398083823776
-73400	1.219861404109726
-73300	0.697063659491272
-73200	1.0746398083823776
-73100	0.8422852552186203
-73000	1.1908170849642563
-72900	1.2489057232551957
-72800	0.9294182126550293
-72700	1.4231716381280137
-72600	1.2489057232551957
-72500	1.1617727658187866
-72400	1.0165511700914382
-72300	1.568393233855362
-72200	0.958462531800499
-72100	1.045595489236908
-72000	1.0165511700914382
-71900	0.9003738935095597
-71800	0.958462531800499
-71700	0.9875068509459687
-71600	1.4522159572734834
-71500	1.0165511700914382
-71400	1.1617727658187866
-71300	1.2779500424006653
-71200	1.0165511700914382
-71100	1.132728446673317
-71000	0.697063659491272
-70900	1.1036841275278473
-70800	0.9294182126550293
-70700	0.8132409360731506
-70600	1.219861404109726
-70500	0.958462531800499
-70400	1.3650829998370744
-70300	1.0746398083823776
-70200	0.9875068509459687
-70100	1.219861404109726
-70000	1.2489057232551957
-69900	1.045595489236908
-69800	1.0746398083823776
-69700	1.1908170849642563
-69600	1.132728446673317
-69500	1.1908170849642563
-69400	0.87132957436409
-69300	1.132728446673317
-69200	1.2489057232551957
-69100	0.958462531800499
-69000	1.1617727658187866
-68900	1.4522159572734834
-68800	1.219861404109726
-68700	1.4522159572734834
-68600	1.132728446673317
-68500	0.87132957436409
-68400	0.7551522977822114
-68300	1.0165511700914382
-68200	1.3360386806916047
-68100	0.9875068509459687
-68000	0.8422852552186203
-67900	1.306994361546135
-67800	0.9003738935095597
-67700	1.1617727658187866
-67600	1.132728446673317
-67500	1.1036841275278473
-67400	0.6389750212003327
-67300	0.8422852552186203
-67200	1.3360386806916047
-67100	1.0746398083823776
-67000	1.2489057232551957
-66900	1.2489057232551957
-66800	1.394127318982544
-66700	1.0746398083823776
-66600	1.1617727658187866
-66500	0.7551522977822114
-66400	1.219861404109726
-66300	1.1617727658187866
-66200	1.1036841275278473
-66100	1.132728446673317
-66000	1.1617727658187866
-65900	0.9875068509459687
-65800	1.0165511700914382
-65700	0.9294182126550293
-65600	0.958462531800499
-65500	0.9003738935095597
-65400	1.2779500424006653
-65300	1.0746398083823776
-65200	0.958462531800499
-65100	1.1617727658187866
-65000	1.3360386806916047
-64900	1.4231716381280137
-64800	1.1036841275278473
-64700	1.132728446673317
-64600	0.8422852552186203
-64500	1.132728446673317
-64400	1.394127318982544
-64300	1.0746398083823776
-64200	1.0165511700914382
-64100	1.1036841275278473
-64000	1.481260276418953
-63900	0.87132957436409
-63800	1.1908170849642563
-63700	1.219861404109726
-63600	1.3360386806916047
-63500	1.1036841275278473
-63400	1.1036841275278473
-63300	1.306994361546135
-63200	1.219861404109726
-63100	1.0746398083823776
-63000	1.045595489236908
-62900	0.958462531800499
-62800	0.8132409360731506
-62700	1.2779500424006653
-62600	1.1617727658187866
-62500	1.2489057232551957
-62400	0.8132409360731506
-62300	1.1617727658187866
-62200	1.4522159572734834
-62100	1.1036841275278473
-62000	1.3650829998370744
-61900	1.2489057232551957
-61800	1.1908170849642563
-61700	0.9294182126550293
-61600	0.87132957436409
-61500	0.958462531800499
-61400	1.0165511700914382
-61300	1.306994361546135
-61200	1.0746398083823776
-61100	1.132728446673317
-61000	0.9003738935095597
-60900	1.1617727658187866
-60800	0.9875068509459687
-60700	0.958462531800499
-60600	1.4231716381280137
-60500	1.0746398083823776
-60400	1.2489057232551957
-60300	1.394127318982544
-60200	0.958462531800499
-60100	1.132728446673317
-60000	0.9003738935095597
-59900	1.394127318982544
-59800	1.045595489236908
-59700	1.132728446673317
-59600	1.0746398083823776
-59500	1.0746398083823776
-59400	1.4231716381280137
-59300	1.132728446673317
-59200	1.3360386806916047
-59100	1.3360386806916047
-59000	0.8422852552186203
-58900	1.219861404109726
-58800	1.4522159572734834
-58700	1.1617727658187866
-58600	1.4231716381280137
-58500	1.0746398083823776
-58400	1.1036841275278473
-58300	1.0746398083823776
-58200	1.0165511700914382
-58100	0.9294182126550293
-58000	0.9003738935095597
-57900	1.306994361546135
-57800	1.2779500424006653
-57700	1.1908170849642563
-57600	1.5103045955644228
-57500	1.306994361546135
-57400	1.1036841275278473
-57300	1.0165511700914382
-57200	0.958462531800499
-57100	1.0746398083823776
-57000	0.958462531800499
-56900	0.958462531800499
-56800	1.4231716381280137
-56700	1.219861404109726
-56600	1.0746398083823776
-56500	1.1908170849642563
-56400	0.9294182126550293
-56300	0.6389750212003327
-56200	0.9003738935095597
-56100	0.8132409360731506
-56000	1.219861404109726
-55900	1.481260276418953
-55800	0.9294182126550293
-55700	1.2489057232551957
-55600	0.9875068509459687
-55500	0.9875068509459687
-55400	1.1617727658187866
-55300	1.3650829998370744
-55200	0.9003738935095597
-55100	0.9875068509459687
-55000	1.0746398083823776
-54900	1.3360386806916047
-54800	1.0746398083823776
-54700	1.219861404109726
-54600	1.1617727658187866
-54500	0.9875068509459687
-54400	1.1036841275278473
-54300	1.219861404109726
-54200	1.045595489236908
-54100	1.1617727658187866
-54000	1.4522159572734834
-53900	1.045595489236908
-53800	0.9875068509459687
-53700	1.1617727658187866
-53600	1.1617727658187866
-53500	1.0746398083823776
-53400	1.1617727658187866
-53300	0.9875068509459687
-53200	0.8422852552186203
-53100	0.87132957436409
-53000	0.9003738935095597
-52900	0.6389750212003327
-52800	0.6389750212003327
-52700	0.697063659491272
-52600	0.20331023401828766
-52500	0.46470910632751466
-52400	0.435664787182045
-52300	0.20331023401828766
-52200	0.05808863829093933
-52100	0.11617727658187867
-52000	0.11617727658187867
-51900	0.14522159572734833
-51800	0.11617727658187867
-51700	0.14522159572734833
-51600	0.174265914872818
-51500	0.261398872309227
-51400	0.4066204680365753
-51300	0.3775761488911057
-51200	0.49375342547298434
-51100	0.435664787182045
-51000	0.784196616927681
-50900	0.8422852552186203
-50800	1.0165511700914382
-50700	1.045595489236908
-50600	0.784196616927681
-50500	1.0165511700914382
-50400	0.784196616927681
-50300	1.1908170849642563
-50200	1.045595489236908
-50100	1.0746398083823776
-50000	1.394127318982544
-49900	1.045595489236908
-49800	1.045595489236908
-49700	1.0746398083823776
-49600	1.3650829998370744
-49500	1.0165511700914382
-49400	0.8422852552186203
-49300	1.394127318982544
-49200	1.1908170849642563
-49100	0.9875068509459687
-49000	1.219861404109726
-48900	1.0746398083823776
-48800	1.045595489236908
-48700	0.7261079786367417
-48600	1.132728446673317
-48500	1.2779500424006653
-48400	0.8132409360731506
-48300	1.0746398083823776
-48200	1.0746398083823776
-48100	1.2489057232551957
-48000	0.9003738935095597
-47900	1.045595489236908
-47800	1.1036841275278473
-47700	0.9875068509459687
-47600	1.045595489236908
-47500	1.0746398083823776
-47400	1.1036841275278473
-47300	0.9003738935095597
-47200	1.0165511700914382
-47100	0.9003738935095597
-47000	1.045595489236908
-46900	0.9003738935095597
-46800	0.958462531800499
-46700	1.1617727658187866
-46600	1.306994361546135
-46500	1.1908170849642563
-46400	0.8422852552186203
-46300	1.481260276418953
-46200	1.132728446673317
-46100	1.0165511700914382
-46000	1.3650829998370744
-45900	1.0165511700914382
-45800	1.132728446673317
-45700	1.306994361546135
-45600	1.4231716381280137
-45500	1.2489057232551957
-45400	0.87132957436409
-45300	1.1036841275278473
-45200	0.7551522977822114
-45100	1.5393489147098924
-45000	1.219861404109726
-44900	1.132728446673317
-44800	1.1908170849642563
-44700	0.8422852552186203
-44600	0.697063659491272
-44500	0.8422852552186203
-44400	1.0165511700914382
-44300	1.2779500424006653
-44200	0.7551522977822114
-44100	1.132728446673317
-44000	0.8132409360731506
-43900	1.1617727658187866
-43800	1.1908170849642563
-43700	0.7551522977822114
-43600	0.8132409360731506
-43500	1.1908170849642563
-43400	1.045595489236908
-43300	0.8132409360731506
-43200	1.1908170849642563
-43100	1.045595489236908
-43000	1.306994361546135
-42900	1.132728446673317
-42800	0.8422852552186203
-42700	1.045595489236908
-42600	1.045595489236908
-42500	1.2489057232551957
-42400	1.1908170849642563
-42300	1.1036841275278473
-42200	0.87132957436409
-42100	0.958462531800499
-42000	1.0165511700914382
-41900	0.9294182126550293
-41800	0.9003738935095597
-41700	0.958462531800499
-41600	1.132728446673317
-41500	0.8132409360731506
-41400	1.0165511700914382
-41300	1.3650829998370744
-41200	1.2779500424006653
-41100	0.9875068509459687
-41000	1.394127318982544
-40900	1.306994361546135
-40800	1.045595489236908
-40700	1.1617727658187866
-40600	1.4231716381280137
-40500	0.8422852552186203
-40400	1.132728446673317
-40300	0.87132957436409
-40200	1.5393489147098924
-40100	1.4231716381280137
-40000	1.3360386806916047
-39900	1.2489057232551957
-39800	0.9003738935095597
-39700	1.4231716381280137
-39600	1.219861404109726
-39500	1.1617727658187866
-39400	1.1908170849642563
-39300	1.1617727658187866
-39200	1.4522159572734834
-39100	1.045595489236908
-39000	1.1617727658187866
-38900	0.958462531800499
-38800	0.784196616927681
-38700	0.87132957436409
-38600	1.132728446673317
-38500	0.697063659491272
-38400	1.219861404109726
-38300	1.3360386806916047
-38200	1.306994361546135
-38100	0.9294182126550293
-38000	1.0165511700914382
-37900	1.132728446673317
-37800	1.3650829998370744
-37700	1.3360386806916047
-37600	1.0165511700914382
-37500	1.1617727658187866
-37400	1.1617727658187866
-37300	0.7261079786367417
-37200	1.0165511700914382
-37100	0.9003738935095597
-37000	1.1036841275278473
-36900	0.8422852552186203
-36800	1.0746398083823776
-36700	0.8132409360731506
-36600	0.9875068509459687
-36500	1.219861404109726
-36400	0.8422852552186203
-36300	0.784196616927681
-36200	1.2779500424006653
-36100	0.87132957436409
-36000	0.9294182126550293
-35900	1.4231716381280137
-35800	1.1036841275278473
-35700	0.8422852552186203
-35600	0.87132957436409
-35500	1.132728446673317
-35400	1.1036841275278473
-35300	1.1908170849642563
-35200	1.1617727658187866
-35100	1.0165511700914382
-35000	1.219861404109726
-34900	0.958462531800499
-34800	1.0165511700914382
-34700	1.132728446673317
-34600	1.2489057232551957
-34500	1.2489057232551957
-34400	1.3360386806916047
-34300	1.1908170849642563
-34200	0.9003738935095597
-34100	1.1036841275278473
-34000	1.1036841275278473
-33900	1.1036841275278473
-33800	1.2489057232551957
-33700	0.9294182126550293
-33600	1.1617727658187866
-33500	1.1617727658187866
-33400	0.784196616927681
-33300	1.0165511700914382
-33200	1.045595489236908
-33100	1.1617727658187866
-33000	1.306994361546135
-32900	1.219861404109726
-32800	0.697063659491272
-32700	1.1908170849642563
-32600	1.568393233855362
-32500	1.0165511700914382
-32400	1.045595489236908
-32300	1.045595489236908
-32200	1.045595489236908
-32100	0.9003738935095597
-32000	1.2779500424006653
-31900	1.3650829998370744
-31800	1.4231716381280137
-31700	0.784196616927681
-31600	0.87132957436409
-31500	1.0165511700914382
-31400	1.2489057232551957
-31300	1.1617727658187866
-31200	1.306994361546135
-31100	1.0165511700914382
-31000	1.1908170849642563
-30900	1.045595489236908
-30800	1.1036841275278473
-30700	1.1908170849642563
-30600	1.219861404109726
-30500	0.8132409360731506
-30400	1.1908170849642563
-30300	0.9875068509459687
-30200	1.1908170849642563
-30100	1.045595489236908
-30000	1.132728446673317
-29900	1.0746398083823776
-29800	1.1036841275278473
-29700	0.958462531800499
-29600	1.132728446673317
-29500	1.2779500424006653
-29400	1.1908170849642563
-29300	1.0746398083823776
-29200	0.87132957436409
-29100	1.0746398083823776
-29000	0.958462531800499
-28900	1.0746398083823776
-28800	0.87132957436409
-28700	1.0746398083823776
-28600	1.306994361546135
-28500	1.0165511700914382
-28400	0.87132957436409
-28300	1.132728446673317
-28200	1.306994361546135
-28100	1.1908170849642563
-28000	0.9294182126550293
-27900	0.9875068509459687
-27800	1.2779500424006653
-27700	0.9294182126550293
-27600	0.9003738935095597
-27500	1.1036841275278473
-27400	0.8422852552186203
-27300	1.132728446673317
-27200	1.394127318982544
-27100	1.3650829998370744
-27000	1.0746398083823776
-26900	1.0746398083823776
-26800	1.0165511700914382
-26700	1.306994361546135
-26600	1.132728446673317
-26500	1.219861404109726
-26400	0.87132957436409
-26300	0.87132957436409
-26200	0.958462531800499
-26100	0.9875068509459687
-26000	1.0165511700914382
-25900	1.0746398083823776
-25800	0.9875068509459687
-25700	1.2779500424006653
-25600	1.045595489236908
-25500	0.958462531800499
