"Time differences (ps)"	"Normalized correlation g(2)"
-80000	1.2968812320931546
-79900	1.0021354975265286
-79800	0.7073897629599026
-79700	1.2379320851798294
-79600	1.267406658636492
-79500	0.8842372036998782
-79400	1.120033791353179
-79300	1.120033791353179
-79200	1.0316100709831912
-79100	1.4147795259198053
-79000	1.0316100709831912
-78900	1.120033791353179
-78800	0.972660924069866
-78700	1.3558303790064798
-78600	1.3853049524631424
-78500	0.9137117771565408
-78400	1.1789829382665042
-78300	0.7368643364165652
-78200	1.2379320851798294
-78100	1.0316100709831912
-78000	1.0905592178965164
-77900	0.7663389098732278
-77800	1.0905592178965164
-77700	0.9431863506132034
-77600	1.2968812320931546
-77500	1.120033791353179
-77400	1.0905592178965164
-77300	1.2379320851798294
-77200	1.2968812320931546
-77100	1.267406658636492
-77000	0.8842372036998782
-76900	0.9431863506132034
-76800	1.267406658636492
-76700	1.5326778197464557
-76600	1.1495083648098416
-76500	0.9431863506132034
-76400	1.3263558055498172
-76300	0.7958134833298904
-76200	1.2968812320931546
-76100	1.2968812320931546
-76000	0.9431863506132034
-75900	0.8547626302432156
-75800	1.2968812320931546
-75700	1.2084575117231668
-75600	1.2379320851798294
-75500	1.3853049524631424
-75400	1.2968812320931546
-75300	1.5326778197464557
-75200	1.2084575117231668
-75100	1.2379320851798294
-75000	1.267406658636492
-74900	1.0610846444398538
-74800	1.1789829382665042
-74700	1.4737286728331305
-74600	1.0905592178965164
-74500	1.0316100709831912
-74400	1.0610846444398538
-74300	0.7663389098732278
-74200	0.7368643364165652
-74100	1.3558303790064798
-74000	1.120033791353179
-73900	1.3558303790064798
-73800	1.2968812320931546
-73700	1.3558303790064798
-73600	1.2084575117231668
-73500	1.0610846444398538
-73400	1.3558303790064798
-73300	0.8842372036998782
-73200	1.1495083648098416
-73100	1.2084575117231668
-73000	1.267406658636492
-72900	0.7663389098732278
-72800	1.2084575117231668
-72700	0.8842372036998782
-72600	0.7958134833298904
-72500	1.3263558055498172
-72400	1.3263558055498172
-72300	1.1789829382665042
-72200	1.0021354975265286
-72100	1.120033791353179
-72000	1.1495083648098416
-71900	1.1495083648098416
-71800	1.0610846444398538
-71700	1.1789829382665042
-71600	1.2968812320931546
-71500	1.1495083648098416
-71400	1.5621523932031183
-71300	1.120033791353179
-71200	1.3853049524631424
-71100	1.1495083648098416
-71000	1.2084575117231668
-70900	1.5326778197464557
-70800	1.1789829382665042
-70700	1.3558303790064798
-70600	1.120033791353179
-70500	0.972660924069866
-70400	0.972660924069866
-70300	1.1789829382665042
-70200	1.2968812320931546
-70100	1.2379320851798294
-70000	1.2968812320931546
-69900	1.120033791353179
-69800	1.2379320851798294
-69700	1.120033791353179
