"Time (ps)"	"Channel 1 - Count rate (counts/s)"	"Channel 2 - Count rate (counts/s)"
8300000000000	10100	8250
8320000000000	10350	8900
8340000000000	9950	6500
8360000000000	11100	6850
8380000000000	11450	8750
8400000000000	10100	8800
8420000000000	11650	7700
8440000000000	9300	8250
8460000000000	11150	7800
8480000000000	9250	8800
8500000000000	12750	9800
8520000000000	10100	8600
8540000000000	12300	8300
8560000000000	11000	7800
8580000000000	11200	8250
8600000000000	9800	7700
8620000000000	10950	8600
8640000000000	11600	9000
8660000000000	10700	8350
8680000000000	11050	8000
8700000000000	12700	8100
8720000000000	12200	9300
8740000000000	11650	8950
8760000000000	12300	8300
8780000000000	11700	9200
8800000000000	11750	10000
8820000000000	11000	8050
8840000000000	10300	8000
8860000000000	11850	8100
8880000000000	12400	7550
8900000000000	11600	7650
8920000000000	13600	8050
8940000000000	11350	8450
8960000000000	11900	9350
8980000000000	11250	9100
9000000000000	11000	9800
9020000000000	12800	8400
9040000000000	10950	9000
9060000000000	12400	8100
9080000000000	10350	7750
9100000000000	12000	8650
9120000000000	12550	8650
9140000000000	12150	9100
9160000000000	12450	8650
9180000000000	11500	9350
9200000000000	10400	8800
9220000000000	12350	8650
9240000000000	12700	9400
9260000000000	11250	8500
9280000000000	10300	8650
9300000000000	11500	10000
9320000000000	11700	9300
9340000000000	11750	8150
9360000000000	12000	8600
9380000000000	11700	8100
9400000000000	11000	9500
9420000000000	11550	8700
9440000000000	11700	8300
9460000000000	11150	9700
9480000000000	11750	8350
9500000000000	11850	9600
9520000000000	9750	9350
9540000000000	10700	8750
9560000000000	13850	9550
9580000000000	10850	10700
9600000000000	12700	7750
9620000000000	10550	8300
9640000000000	12200	9400
9660000000000	11700	8900
9680000000000	12450	9000
9700000000000	12000	7800
9720000000000	11100	9250
9740000000000	11550	7950
9760000000000	11300	8050
9780000000000	11450	8950
9800000000000	11900	7700
9820000000000	10950	7900
9840000000000	11050	8150
9860000000000	11950	7850
9880000000000	11700	8750
9900000000000	10550	7500
9920000000000	10650	7900
9940000000000	11150	8100
9960000000000	11950	7300
9980000000000	11300	7500
10000000000000	11200	9300
10020000000000	10850	9050
10040000000000	13300	9250
10060000000000	11150	8700
10080000000000	11500	8300
10100000000000	10850	8050
10120000000000	10650	7750
10140000000000	12150	9700
10160000000000	11250	8800
10180000000000	12200	8950
10200000000000	11500	8100
10220000000000	10650	7900
10240000000000	11500	8350
10260000000000	11400	8750
10280000000000	11550	8100
10300000000000	10000	7750
10320000000000	11250	9100
10340000000000	11950	8300
10360000000000	11900	8150
10380000000000	10500	8900
10400000000000	11200	9100
10420000000000	12600	7100
10440000000000	10750	8700
10460000000000	11850	7800
10480000000000	11500	7850
10500000000000	12150	7850
10520000000000	10250	7600
10540000000000	9950	8150
10560000000000	10950	9700
10580000000000	11900	8050
10600000000000	11400	8850
10620000000000	11600	8600
10640000000000	11750	8150
10660000000000	12200	7700
10680000000000	12000	8200
10700000000000	11200	8450
10720000000000	10950	9200
10740000000000	11300	7900
10760000000000	10800	10250
10780000000000	11950	8550
10800000000000	10600	7350
10820000000000	11750	9800
10840000000000	11850	8600
10860000000000	11550	9200
10880000000000	10900	9500
10900000000000	10300	8200
10920000000000	11600	8250
10940000000000	10750	8100
10960000000000	10800	8250
10980000000000	10900	9750
11000000000000	12100	9200
11020000000000	11200	8450
11040000000000	11100	7400
11060000000000	12850	8500
11080000000000	11100	9150
11100000000000	11500	7500
11120000000000	10550	8400
11140000000000	11400	8950
11160000000000	10950	8200
11180000000000	10750	9800
11200000000000	11700	9050
11220000000000	11350	8800
11240000000000	12250	8550
11260000000000	10550	8250
11280000000000	11800	8300
11300000000000	12350	9350
11320000000000	12150	8300
11340000000000	12450	9350
11360000000000	10950	9000
11380000000000	10300	8550
11400000000000	12000	7900
11420000000000	12400	8500
11440000000000	11550	8750
11460000000000	10700	8000
11480000000000	11950	8400
11500000000000	11050	8100
11520000000000	12550	8850
11540000000000	11000	10200
11560000000000	11800	8900
11580000000000	11800	8700
11600000000000	12200	8550
11620000000000	11550	8950
11640000000000	11550	9550
11660000000000	11650	10100
11680000000000	11150	8650
11700000000000	11200	8450
11720000000000	11100	9600
11740000000000	11200	9500
11760000000000	11800	9350
11780000000000	10000	7750
11800000000000	12000	7950
11820000000000	11350	8000
11840000000000	11400	10450
11860000000000	12050	8750
11880000000000	11800	9050
11900000000000	12450	7850
11920000000000	13200	9300
11940000000000	12500	9900
11960000000000	12950	8300
11980000000000	10800	8150
12000000000000	10900	8250
12020000000000	11600	8000
12040000000000	11450	8550
12060000000000	11500	8100
12080000000000	12200	8850
12100000000000	12900	9500
12120000000000	11250	8850
12140000000000	11150	8050
12160000000000	12150	8950
12180000000000	12600	8450
12200000000000	13300	8650
12220000000000	11250	9400
12240000000000	11450	9200
12260000000000	10750	9200
12280000000000	11850	9550
12300000000000	12650	9400
12320000000000	11550	8850
12340000000000	11550	8200
12360000000000	11500	8500
12380000000000	12100	8800
12400000000000	12650	8050
12420000000000	11100	9400
12440000000000	11850	9800
12460000000000	12100	8600
12480000000000	11050	9650
12500000000000	13050	9450
12520000000000	11250	8750
12540000000000	11150	8700
12560000000000	11450	8600
12580000000000	11750	8200
12600000000000	13300	8900
12620000000000	11700	7550
12640000000000	11500	9650
12660000000000	13150	10950
12680000000000	10900	8900
12700000000000	11750	9850
12720000000000	10400	9850
12740000000000	13050	7450
12760000000000	11150	8550
12780000000000	12300	9650
12800000000000	6850	5250
12820000000000	5850	4700
12840000000000	5900	5150
12860000000000	6850	5800
12880000000000	7200	5100
12900000000000	6950	4300
12920000000000	6650	5300
12940000000000	6200	5100
12960000000000	7300	5050
12980000000000	6650	4950
13000000000000	7200	5200
13020000000000	7600	3750
13040000000000	5650	5250
13060000000000	5750	3950
13080000000000	6500	4000
13100000000000	6700	4550
13120000000000	4500	3250
13140000000000	1450	1500
13160000000000	1250	900
13180000000000	1550	1100
13200000000000	1750	1650
13220000000000	1600	1600
13240000000000	1650	1700
13260000000000	1050	1350
13280000000000	1450	1550
13300000000000	1600	1750
13320000000000	1950	1450
13340000000000	2050	1050
13360000000000	1950	1250
13380000000000	1950	1650
13400000000000	1800	1300
13420000000000	1550	1400
13440000000000	2150	1350
13460000000000	1550	1450
13480000000000	1750	1550
13500000000000	1800	1150
13520000000000	1700	1500
13540000000000	1950	1250
13560000000000	1150	700
13580000000000	1550	900
13600000000000	1350	1200
13620000000000	1550	1050
13640000000000	1200	1200
13660000000000	1500	1100
13680000000000	1250	1200
13700000000000	950	750
13720000000000	950	1000
13740000000000	1550	1700
13760000000000	1250	950
13780000000000	950	1400
13800000000000	950	950
13820000000000	1150	1000
13840000000000	1400	1300
13860000000000	1600	1000
13880000000000	1100	1050
13900000000000	1100	850
13920000000000	1000	1400
13940000000000	1450	1500
13960000000000	1350	900
13980000000000	1300	1050
14000000000000	1650	1050
14020000000000	1550	1400
14040000000000	1050	1300
14060000000000	1400	1200
14080000000000	1300	1150
14100000000000	1550	600
14120000000000	1400	1000
14140000000000	1650	1000
14160000000000	1150	1000
14180000000000	1450	1450
14200000000000	1250	1100
14220000000000	950	1050
14240000000000	1550	1000
14260000000000	1450	1100
14280000000000	1050	1050
14300000000000	1750	850
14320000000000	1400	1100
14340000000000	1050	1250
14360000000000	1550	1050
14380000000000	1300	1150
14400000000000	1000	1000
14420000000000	2100	1850
14440000000000	1850	1050
14460000000000	1350	1300
14480000000000	900	1150
14500000000000	1650	700
14520000000000	1350	1350
14540000000000	1350	1400
14560000000000	1300	750
14580000000000	1350	1100
14600000000000	1200	700
14620000000000	1250	1300
14640000000000	1100	1300
14660000000000	1400	1050
14680000000000	1350	1000
14700000000000	1750	1150
14720000000000	1400	1450
14740000000000	1050	850
14760000000000	1200	1300
14780000000000	1600	1100
14800000000000	1000	1050
14820000000000	1650	750
14840000000000	1250	1450
14860000000000	1250	1250
14880000000000	950	1450
14900000000000	1100	1300
14920000000000	1300	900
14940000000000	1900	1000
14960000000000	1350	550
14980000000000	1300	850
15000000000000	900	850
15020000000000	1150	1100
15040000000000	1300	1150
15060000000000	900	850
15080000000000	1350	750
15100000000000	1450	1450
15120000000000	1450	1400
15140000000000	1350	1150
15160000000000	1250	950
15180000000000	1100	1150
15200000000000	1600	900
15220000000000	1500	850
15240000000000	800	1100
15260000000000	1050	1000
15280000000000	1600	1050
15300000000000	1350	1450
15320000000000	1250	1000
15340000000000	1400	1250
15360000000000	850	1000
15380000000000	1250	1250
15400000000000	1250	1000
15420000000000	1200	900
15440000000000	1450	700
15460000000000	1300	1000
15480000000000	1300	1450
15500000000000	1150	650
15520000000000	1350	1250
15540000000000	1100	1050
15560000000000	950	1150
15580000000000	1200	1200
15600000000000	1050	1350
15620000000000	1200	900
15640000000000	1150	750
15660000000000	1650	900
15680000000000	1250	1050
15700000000000	1500	1000
15720000000000	1250	950
15740000000000	1250	1650
15760000000000	1000	1200
15780000000000	1200	1150
15800000000000	1350	750
15820000000000	1250	750
15840000000000	850	1500
15860000000000	1250	950
15880000000000	900	1050
15900000000000	900	900
15920000000000	1500	1500
15940000000000	1100	950
15960000000000	1050	1100
15980000000000	650	1100
16000000000000	1150	1250
16020000000000	1450	1250
16040000000000	1250	1150
16060000000000	1000	1100
16080000000000	900	850
16100000000000	1000	1050
16120000000000	1300	1200
16140000000000	1400	950
16160000000000	1100	1100
16180000000000	950	950
16200000000000	1000	850
16220000000000	1200	750
16240000000000	1000	1250
16260000000000	1250	1400
16280000000000	1150	750
16300000000000	1200	650
16320000000000	1300	800
16340000000000	1650	1300
16360000000000	1400	1000
16380000000000	1600	1000
16400000000000	1200	800
16420000000000	1400	950
16440000000000	950	750
16460000000000	1050	1300
16480000000000	1400	1050
16500000000000	1300	1000
16520000000000	1000	1200
16540000000000	1350	1150
16560000000000	1700	1500
16580000000000	1200	1350
16600000000000	1600	1500
16620000000000	1100	1350
16640000000000	1850	1150
16660000000000	1500	1000
16680000000000	1650	1000
16700000000000	1500	1250
16720000000000	1350	1850
16740000000000	2600	1500
16760000000000	2400	1550
16780000000000	1550	1250
16800000000000	2750	2350
16820000000000	2550	1650
16840000000000	2600	1750
16860000000000	2750	1650
16880000000000	3050	2050
16900000000000	2600	1700
16920000000000	3000	2900
16940000000000	3500	2150
16960000000000	2950	2350
16980000000000	3500	2400
17000000000000	3750	2900
17020000000000	3700	2650
17040000000000	4300	3150
17060000000000	4550	3600
17080000000000	4500	4050
17100000000000	4750	4100
17120000000000	4950	2900
17140000000000	5050	4250
17160000000000	5050	4000
17180000000000	4800	4050
17200000000000	5600	5400
17220000000000	6200	4350
17240000000000	5350	4500
17260000000000	6600	4550
17280000000000	5450	5550
17300000000000	6450	5800
17320000000000	7650	5200
17340000000000	8000	6300
17360000000000	7350	6550
17380000000000	8900	6550
17400000000000	8600	5200
17420000000000	8450	6450
17440000000000	7600	5950
17460000000000	8350	6150
17480000000000	8850	7650
17500000000000	9000	7500
17520000000000	9650	6350
17540000000000	10450	6600
17560000000000	8950	6550
17580000000000	10300	7300
17600000000000	10700	8200
17620000000000	10100	8100
17640000000000	10050	7850
17660000000000	11300	9650
17680000000000	10850	8350
17700000000000	11050	7350
17720000000000	12300	8300
17740000000000	10100	9250
17760000000000	12400	8700
17780000000000	12050	9350
17800000000000	12450	8550
17820000000000	11600	8000
17840000000000	12000	8350
17860000000000	11950	9500
17880000000000	11900	8900
17900000000000	13000	8450
17920000000000	11450	9400
17940000000000	12900	9200
17960000000000	12150	8500
17980000000000	12650	7450
18000000000000	11850	8750
18020000000000	12300	10450
18040000000000	14050	9050
18060000000000	11150	8150
18080000000000	12000	7850
18100000000000	12350	8150
18120000000000	12900	9650
18140000000000	12550	8250
18160000000000	11800	8600
18180000000000	12150	9900
18200000000000	12850	7900
18220000000000	11800	10150
18240000000000	10800	8600
18260000000000	12700	9300
18280000000000	12200	8200
18300000000000	12350	7650
18320000000000	11500	9300
18340000000000	12900	10250
18360000000000	12950	7650
18380000000000	11750	8750
18400000000000	12100	11500
18420000000000	11350	9850
18440000000000	11900	9000
18460000000000	11750	10700
18480000000000	12100	8750
18500000000000	12450	9350
18520000000000	11450	8650
18540000000000	11500	9200
18560000000000	11050	9550
18580000000000	12600	9250
18600000000000	12200	9300
18620000000000	11900	9500
18640000000000	10650	9950
18660000000000	10500	8650
18680000000000	13550	9550
18700000000000	12800	9450
18720000000000	12600	9800
18740000000000	11700	9250
18760000000000	12600	9000
18780000000000	12250	9550
18800000000000	11250	7550
18820000000000	13250	9000
18840000000000	12600	8800
18860000000000	13300	8800
18880000000000	11750	8250
18900000000000	12650	9450
18920000000000	11800	9300
18940000000000	11200	8500
18960000000000	11700	9500
18980000000000	11400	8200
19000000000000	12150	10400
19020000000000	12250	9450
19040000000000	12750	10050
19060000000000	11900	8300
19080000000000	12600	8350
19100000000000	10950	8100
19120000000000	11000	9250
19140000000000	10000	8550
19160000000000	11300	10850
19180000000000	12150	8050
19200000000000	12350	7550
19220000000000	11250	7900
19240000000000	12400	10100
19260000000000	12950	9050
19280000000000	12200	8650
19300000000000	12400	10250
19320000000000	11000	7150
19340000000000	11300	8050
19360000000000	11700	7850
19380000000000	10150	8850
19400000000000	14300	10300
19420000000000	12100	9650
19440000000000	12500	8850
19460000000000	11650	10200
19480000000000	11100	8100
19500000000000	12000	8700
19520000000000	11050	8700
19540000000000	11100	9450
19560000000000	12050	8250
19580000000000	12100	9850
19600000000000	13100	8450
19620000000000	11200	8750
19640000000000	10850	8300
19660000000000	12150	9350
19680000000000	9850	9050
19700000000000	11200	8350
19720000000000	11500	8200
19740000000000	10000	7850
19760000000000	11600	8400
19780000000000	12500	8900
19800000000000	12300	8400
19820000000000	12000	8700
19840000000000	11400	7850
19860000000000	11700	9050
19880000000000	3450	2150
19900000000000	1650	850
19920000000000	1850	1250
19940000000000	750	1050
19960000000000	1600	1150
19980000000000	800	750
20000000000000	750	750
20020000000000	850	1050
20040000000000	1500	950
20060000000000	1200	950
20080000000000	750	1000
20100000000000	1300	1550
20120000000000	850	850
20140000000000	900	1100
20160000000000	900	850
20180000000000	700	950
20200000000000	1350	850
20220000000000	1200	550
20240000000000	1150	950
20260000000000	1050	800
20280000000000	1300	1150
20300000000000	1200	750
20320000000000	1200	1050
20340000000000	1100	1050
20360000000000	1400	700
20380000000000	1300	600
20400000000000	1100	900
20420000000000	700	750
20440000000000	850	550
20460000000000	900	600
20480000000000	1600	900
20500000000000	1500	1200
20520000000000	1000	900
20540000000000	950	900
20560000000000	1150	900
20580000000000	750	600
20600000000000	650	1000
20620000000000	1250	850
20640000000000	1100	1000
20660000000000	1050	1150
20680000000000	1100	1450
20700000000000	600	1250
20720000000000	1400	1150
20740000000000	1050	950
20760000000000	1350	1450
20780000000000	950	650
20800000000000	1100	550
20820000000000	1450	800
20840000000000	1200	900
20860000000000	1550	900
20880000000000	1100	950
20900000000000	1400	750
20920000000000	1200	750
20940000000000	1050	1200
20960000000000	1050	1300
20980000000000	1200	1000
21000000000000	1250	850
21020000000000	800	1400
21040000000000	1300	750
21060000000000	1150	650
21080000000000	1150	700
21100000000000	850	1050
21120000000000	1100	850
21140000000000	850	1050
21160000000000	1250	700
21180000000000	400	850
21200000000000	850	1150
21220000000000	1100	950
21240000000000	1200	1100
21260000000000	950	1000
21280000000000	800	1000
21300000000000	750	900
21320000000000	1150	1200
21340000000000	1100	450
21360000000000	1300	1150
21380000000000	1100	1250
21400000000000	1000	650
21420000000000	850	1000
21440000000000	1350	850
21460000000000	1300	950
21480000000000	800	1300
21500000000000	1050	1250
21520000000000	1600	550
21540000000000	1150	1050
21560000000000	850	1300
21580000000000	1150	1150
21600000000000	1050	900
21620000000000	1100	1000
21640000000000	1050	1250
21660000000000	950	900
21680000000000	1100	1000
21700000000000	850	800
21720000000000	1000	650
21740000000000	900	850
21760000000000	1200	950
21780000000000	1450	1350
21800000000000	1000	1000
21820000000000	1100	950
21840000000000	500	900
21860000000000	1150	800
21880000000000	1050	1150
21900000000000	1150	1200
21920000000000	1250	950
21940000000000	900	1100
21960000000000	1250	1100
21980000000000	1050	700
22000000000000	950	900
22020000000000	1000	1000
22040000000000	1100	800
22060000000000	750	1450
22080000000000	1400	800
22100000000000	1350	1050
22120000000000	1550	1150
22140000000000	1050	1250
22160000000000	1150	800
22180000000000	1400	1450
22200000000000	1000	800
22220000000000	700	1650
22240000000000	1350	600
22260000000000	550	1150
22280000000000	850	700
22300000000000	1200	1100
22320000000000	1000	1050
22340000000000	1150	600
22360000000000	1200	900
22380000000000	950	550
22400000000000	1100	850
22420000000000	850	750
22440000000000	850	600
22460000000000	1350	950
22480000000000	800	1300
22500000000000	1300	700
22520000000000	1450	650
22540000000000	950	850
22560000000000	1200	700
22580000000000	750	850
22600000000000	700	600
22620000000000	1300	600
22640000000000	1000	950
22660000000000	1400	1100
22680000000000	1100	1000
22700000000000	850	700
22720000000000	750	650
22740000000000	1200	450
22760000000000	1250	700
22780000000000	950	950
22800000000000	1000	850
22820000000000	800	900
22840000000000	1250	900
22860000000000	800	1200
22880000000000	1150	950
22900000000000	1500	1150
22920000000000	1000	700
22940000000000	800	950
22960000000000	1050	950
22980000000000	950	500
23000000000000	1000	800
23020000000000	700	800
23040000000000	1200	850
23060000000000	1200	750
23080000000000	1050	900
23100000000000	800	1000
23120000000000	1100	750
23140000000000	1050	650
23160000000000	1050	900
23180000000000	1200	500
23200000000000	800	950
23220000000000	1000	1350
23240000000000	650	1400
23260000000000	1300	850
23280000000000	900	800
23300000000000	1000	1350
23320000000000	1000	1150
23340000000000	950	1100
23360000000000	850	1700
23380000000000	1100	850
23400000000000	1450	1050
23420000000000	1200	800
23440000000000	1000	1200
23460000000000	750	1100
23480000000000	800	900
23500000000000	1150	800
23520000000000	1150	750
23540000000000	800	1100
23560000000000	1200	800
23580000000000	1150	1100
23600000000000	850	1100
23620000000000	850	950
23640000000000	1500	950
