# [General]
# timestamp=2025-04-09T10:57:53.946524
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float
# column_headers='Time (s);;Power (W)'
# 
# [Metadata]
# scanner_y=3.573766999352296
# scanner_x=-5.07186307907141
# start recoding time='09.04.2025, 10:56:53.797149'
# sample rate (hz)=50.0
# sample timing='TIMESTAMP'
# 
# ---- END HEADER ----
1.102900132536888e-03	1.283985620000000e-04
3.348050033673644e-02	1.285907060000000e-04
7.362999999895692e-02	1.285907060000000e-04
9.764090040698647e-02	1.293589450000000e-04
1.223140000365674e-01	1.280143920000000e-04
1.458132001571357e-01	1.282065350000000e-04
1.744019002653658e-01	1.282065350000000e-04
2.203048001974821e-01	1.283985620000000e-04
2.437276002019644e-01	1.278223640000000e-04
2.720185001380742e-01	1.285907060000000e-04
2.953682001680136e-01	1.287827470000000e-04
3.193689002655447e-01	1.282065350000000e-04
3.447006000205874e-01	1.285907060000000e-04
3.758153002709150e-01	1.285907060000000e-04
4.218049002811313e-01	1.287827470000000e-04
4.460954000242054e-01	1.282065350000000e-04
4.744371999986470e-01	1.291669180000000e-04
5.339522999711335e-01	1.291669180000000e-04
5.796108003705740e-01	1.282065350000000e-04
6.124005001038313e-01	1.285907060000000e-04
6.361798001453280e-01	1.283985620000000e-04
6.764724003151059e-01	1.283985620000000e-04
7.366179004311562e-01	1.287827470000000e-04
7.748466003686190e-01	1.274381940000000e-04
8.298597000539303e-01	1.285907060000000e-04
8.766968999989331e-01	1.289747740000000e-04
9.003908000886440e-01	1.285907060000000e-04
9.379099002107978e-01	1.289747740000000e-04
9.755808003246784e-01	1.291669180000000e-04
1.021271300036460e+00	1.283985620000000e-04
1.045180400367826e+00	1.282065350000000e-04
1.075486900284886e+00	1.289747740000000e-04
1.120653100311756e+00	1.287827470000000e-04
1.144810900092125e+00	1.285907060000000e-04
1.174518099986017e+00	1.291669180000000e-04
1.200717600062490e+00	1.282065350000000e-04
1.225384800229222e+00	1.285907060000000e-04
1.279004800133407e+00	1.283985620000000e-04
1.321844600141048e+00	1.295510880000000e-04
1.355505300220102e+00	1.295510880000000e-04
1.385849800426513e+00	1.307034980000000e-04
1.422632000409067e+00	1.320480510000000e-04
1.448406200390309e+00	1.328162910000000e-04
1.474210300017148e+00	1.337766590000000e-04
1.498659100383520e+00	1.312796960000000e-04
1.522685800213367e+00	1.255174280000000e-04
1.557644300162792e+00	1.151454200000000e-04
1.581890700384974e+00	1.009318880000000e-04
1.621781300287694e+00	9.171228160000000e-05
