# [General]
# timestamp=2025-04-09T15:24:38.300133
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float
# column_headers='Time (s);;Power (W)'
# 
# [Metadata]
# scanner_x=-5.0978161682
# scanner_y=3.5706164072
# start recoding time='09.04.2025, 15:21:38.246758'
# sample rate (hz)=50.0
# sample timing='TIMESTAMP'
# 
# ---- END HEADER ----
1.370500307530165e-03	1.251419740000000e-04
3.997060004621744e-02	1.291526420000000e-04
7.024300005286932e-02	1.173317650000000e-04
1.170641002245247e-01	1.173125640000000e-04
1.629322003573179e-01	1.266195900000000e-04
1.947050001472235e-01	1.184831340000000e-04
2.254619002342224e-01	1.217454050000000e-04
2.721314001828432e-01	1.170439140000000e-04
3.226080001331866e-01	1.291142690000000e-04
3.655643002130091e-01	1.262933660000000e-04
4.125434001907706e-01	1.166601070000000e-04
4.596403003670275e-01	1.435833260000000e-04
4.906435003504157e-01	1.191163970000000e-04
5.226446003653109e-01	1.359266320000000e-04
5.697486000135541e-01	1.324916670000000e-04
6.167367999441922e-01	1.545790730000000e-04
6.641684002242982e-01	1.286153270000000e-04
7.266291999258101e-01	1.497624330000000e-04
7.729955003596842e-01	1.271377260000000e-04
8.046923000365496e-01	1.410311090000000e-04
8.361818999983370e-01	1.571121250000000e-04
8.665823000483215e-01	1.334511470000000e-04
9.124799002893269e-01	1.309373040000000e-04
9.740606001578271e-01	1.401099870000000e-04
1.021205400116742e+00	1.632720230000000e-04
1.067775200121105e+00	1.401675540000000e-04
1.098702200222760e+00	1.821355540000000e-04
1.129237799905241e+00	1.721952430000000e-04
1.160354900173843e+00	1.793338600000000e-04
1.191623900085688e+00	1.399372700000000e-04
1.221789699979126e+00	1.861270280000000e-04
1.268700100015849e+00	1.474788590000000e-04
1.318587200250477e+00	1.992528120000000e-04
1.362965600099415e+00	1.745939660000000e-04
1.394483600277454e+00	1.851099510000000e-04
1.425415500067174e+00	1.958178470000000e-04
1.473794000223279e+00	1.574767080000000e-04
1.518717099912465e+00	2.132613300000000e-04
1.565314000006765e+00	1.720801080000000e-04
1.612030200194567e+00	1.745172050000000e-04
1.658602300100029e+00	2.248519450000000e-04
1.690224800258875e+00	1.634255600000000e-04
1.721439999993891e+00	2.270779510000000e-04
1.767748699989170e+00	1.728860950000000e-04
1.815589600242674e+00	2.378433860000000e-04
1.862064700108021e+00	2.126472680000000e-04
1.923805499915034e+00	2.425640710000000e-04
1.969918500166386e+00	1.816366130000000e-04
2.000783300027251e+00	2.351760050000000e-04
2.033186800312251e+00	2.558433920000000e-04
2.064565000124276e+00	1.881803330000000e-04
2.126777800265700e+00	2.681631890000000e-04
2.172900000121444e+00	2.070438640000000e-04
2.219972600229084e+00	2.739009210000000e-04
2.268573299981654e+00	1.992911860000000e-04
