# [General]
# timestamp=2025-04-09T19:48:03.644051
# comments='# '
# delimiter='\t'
# column_dtypes=float;;float
# column_headers='Time (s);;Power (W)'
# 
# [Metadata]
# scanner_x=-5.0978161682
# scanner_y=3.5706164072
# start recoding time='09.04.2025, 19:46:03.500383'
# sample rate (hz)=50.0
# sample timing='TIMESTAMP'
# 
# ---- END HEADER ----
4.386399872601032e-03	2.393171380000000e-02
5.223989998921752e-02	2.397552320000000e-02
8.405079971998930e-02	2.398695240000000e-02
1.158095998689532e-01	2.389933360000000e-02
1.473217001184821e-01	2.432218940000000e-02
2.069743997417390e-01	2.415266630000000e-02
2.540925997309387e-01	2.431457300000000e-02
3.007026999257505e-01	2.419837940000000e-02
3.459982001222670e-01	2.405171280000000e-02
3.775875000283122e-01	2.389742620000000e-02
4.076503999531269e-01	2.396409210000000e-02
4.531510998494923e-01	2.403647640000000e-02
4.988532997667789e-01	2.403266730000000e-02
5.452060000970960e-01	2.428980920000000e-02
6.091852998360991e-01	2.425171250000000e-02
6.532058999873698e-01	2.427266540000000e-02
6.839246000163257e-01	2.428218910000000e-02
7.146258000284433e-01	2.395457030000000e-02
7.450489001348615e-01	2.401742710000000e-02
8.090316997841001e-01	2.394695020000000e-02
8.540511997416615e-01	2.406885660000000e-02
9.000633000396192e-01	2.424028700000000e-02
9.472718001343310e-01	2.438504990000000e-02
9.780398998409510e-01	2.418504660000000e-02
1.009408199694008e+00	2.426314350000000e-02
1.056508199777454e+00	2.438123900000000e-02
1.103595199994743e+00	2.393361550000000e-02
1.151096600107849e+00	2.404218910000000e-02
1.196104899980128e+00	2.393361550000000e-02
1.258132199756801e+00	2.391266640000000e-02
1.289176899939775e+00	2.432790580000000e-02
1.320837599691004e+00	2.423647600000000e-02
1.352067300118506e+00	2.435838240000000e-02
1.398595499806106e+00	2.424028700000000e-02
1.462961599696428e+00	2.406885660000000e-02
1.507404400035739e+00	2.392599920000000e-02
1.553201199974865e+00	2.399266700000000e-02
1.584155600052327e+00	2.398695240000000e-02
1.615209999959916e+00	2.392409370000000e-02
1.646923199761659e+00	2.417933200000000e-02
1.706844799686223e+00	2.415457000000000e-02
1.754632900003344e+00	2.429552190000000e-02
1.800295999739319e+00	2.417552280000000e-02
1.847119399812073e+00	2.397742680000000e-02
1.881538599729538e+00	2.383076030000000e-02
