Temperature [K],Intensity [W/cm²],S,FWHM [Hz],FWHM deph + FWHM0 [Hz],Fluorescence [cps]
8.55,22.885487317075068,1.457539859272808,2.4106322905286474e9,1.5377321145754676e9,48832.43687388334
8.624499999999998,22.885487317075068,1.4690170019438737,2.4203236551909533e9,1.540321598452829e9,49666.283971011595
9.294500000000003,22.885487317075068,1.3494059775365332,2.957648321588772e9,1.929600923740234e9,40279.827697662695
9.304999999999998,22.885487317075068,1.347826517466864,2.966214120361765e9,1.9358401644000325e9,40144.73498323403
9.2655,22.885487317075068,1.347888662790894,2.9882472904577827e9,1.950193861071582e9,40150.05631508127
9.745500000000002,22.885487317075068,1.276105404900801,3.587103605628659e9,2.377648962195699e9,33657.99669296441
9.798,22.885487317075068,1.2731607782578926,3.6193427734907103e9,2.4005714589660482e9,33376.0543260103
9.777000000000001,22.885487317075068,1.2757477692055015,3.642799145375888e9,2.4147554958550415e9,33623.82319803782
10.34535619047619,22.885487317075068,1.2544238379503208,4.008188734611075e9,2.6695027900376987e9,31551.020042691514
10.228302857142857,22.885487317075068,1.2290122172625095,4.405161575465972e9,2.950567931605541e9,28986.93887509569
10.298445714285714,22.885487317075068,1.2295373865931871,4.416671084702332e9,2.9579285438312607e9,29041.00202182961
10.751160952380953,22.885487317075068,1.1864194207199672,5.296395675149203e9,3.5819018732751517e9,24442.90446123197
10.915520000000006,22.885487317075068,1.189242794189035,5.15331876240727e9,3.482892278208473e9,24754.190366649247
10.829500000000001,22.885487317075068,1.1863692983916112,5.185387805196167e9,3.50686850635822e9,24437.3649302687
11.390000000000002,22.885487317075068,1.1557368949808027,6.096558697925076e9,4.152282396993261e9,20961.986517245397
11.289999999999997,22.885487317075068,1.1560466327484822,6.0819872410235405e9,4.1420604214620347e9,20998.049341597525
11.328,22.885487317075068,1.1576487158275928,5.7610190508618555e9,3.922012213863939e9,21184.272114616488
11.792,22.885487317075068,1.129308288368843,7.136985228743222e9,4.890975930905619e9,17812.043650995965
11.911499999999997,22.885487317075068,1.1288803408819792,7.085509292810684e9,4.8561874941302595e9,17759.824481791573
11.949499999999993,22.885487317075068,1.12991249541031,7.075412584218376e9,4.848092405686963e9,17885.703081795506
12.3655,22.885487317075068,1.110410533908323,8.195533758937233e9,5.641489323745646e9,15467.739176324365
12.474999999999998,22.885487317075068,1.113504371999625,8.182465616511147e9,5.628369666167102e9,15856.98322918153
12.402999999999999,22.885487317075068,1.111601645505231,8.233022201724046e9,5.665696293320766e9,15617.852624932455
12.956499999999988,22.885487317075068,1.0961947797605363,9.383378606419077e9,6.481020905099801e9,13650.97522186429
12.123000000000001,22.885487317075068,1.0979181406984935,9.540070608508802e9,6.58653979140339e9,13873.725603981176
12.969500000000002,22.885487317075068,1.0966172171154582,9.362133581619108e9,6.465695675187448e9,13705.641490127498
13.4365,22.885487317075068,1.0837131068507964,1.0437304683917479e10,7.230517802476865e9,12016.528963721417
13.519499999999997,22.885487317075068,1.08494977171946,1.0533112961326727e10,7.294725319307351e9,12180.14579142107
13.475499999999998,22.885487317075068,1.086352574295143,1.0649058912870934e10,7.372544093199401e9,12365.29251340727
13.986,22.885487317075068,1.073982608871865,1.1687752044465853e10,8.11574577424524e9,10715.989918404313
13.98,22.885487317075068,1.0723386215222972,1.179359800399977e10,8.192490754012415e9,10493.930510295642
14.02150000000001,22.885487317075068,1.0742879313327067,1.1979902433639576e10,8.317997027541122e9,10757.156111956556
14.474499999999999,22.885487317075068,1.0651069166721994,1.367325485206037e10,9.514821339747942e9,9508.97765556722
14.5395,22.885487317075068,1.0664458719572487,1.3875287958922268e10,9.652281694715672e9,9692.350049458728
14.523999999999997,22.885487317075068,1.064664832832921,1.3365040429677593e10,9.301339502232347e9,9448.332176860396
15.011000000000001,22.885487317075068,1.0592829677432851,1.5720572391737032e10,1.0954948520708218e10,8705.98371707749
14.979999999999995,22.885487317075068,1.0577922886777742,1.485693810801211e10,1.0356870511358057e10,8499.030744040483
15.042,22.885487317075068,1.0598265043811042,1.5621742883748161e10,1.088464237621472e10,8781.298800477345
8.23531142857143,45.770974634150136,4.7375199684914895,2.1903529575988154e9,9.144332274612544e8,122724.81084897995
8.263838095238082,45.770974634150136,4.545417139434869,2.1406436240903049e9,9.09028001756361e8,121337.06842459642
8.219866666666666,45.770974634150136,4.509277986205125,2.1193276804231272e9,9.0292310675593e8,121062.78654231566
9.236905714285713,45.770974634150136,2.2503007634719925,3.178839813599561e9,1.7632214837035134e9,86431.85464121413
9.296594285714285,45.770974634150136,2.2695288376925054,3.148038782312809e9,1.740994855810456e9,87017.53332808313
10.31613714285714,45.770974634150136,1.6334381014978407,4.561330048008746e9,2.8107999723405433e9,60325.565862624615
10.277107619047621,45.770974634150136,1.6216024955145607,4.563953953053288e9,2.818758268426294e9,59630.472220274634
10.305705714285718,45.770974634150136,1.605622020446452,4.530857651640702e9,2.8068855839482446e9,58675.69539421497
11.28172857142857,45.770974634150136,1.3638630395998255,6.306005834028842e9,4.101504695481854e9,41501.81462192333
11.39827428571429,45.770974634150136,1.3716330829292247,6.30851767728276e9,4.096411478582496e9,42147.93677586119
11.361369523809524,45.770974634150136,1.3633358870714294,6.242628513382646e9,4.0607361040040364e9,41457.71218676519
12.363885714285727,45.770974634150136,1.249976869998602,8.4646051014269e9,5.643099073223467e9,31109.83820255703
12.422499999999998,45.770974634150136,1.2428066883082505,8.229870607688725e9,5.495371864648403e9,30391.838101380163
12.347499999999998,45.770974634150136,1.240070295665882,8.170824155102789e9,5.459275867043638e9,30115.63507627714
13.387499999999996,45.770974634150136,1.165581808821039,1.0757645714818167e10,7.310211464431938e9,22098.85462764771
13.408,45.770974634150136,1.1658957087595705,1.0650762011249657e10,7.2370556163490505e9,22134.787229833837
13.389499999999998,45.770974634150136,1.1614194835642953,1.0553090310739586e10,7.178110238179672e9,21620.550587339836
14.355499999999983,45.770974634150136,1.1177958846236082,1.3403409761326548e10,9.210288726333397e9,16393.34259025588
14.434999999999997,45.770974634150136,1.1193156919833527,1.3989761819438772e10,9.609758941976915e9,16582.30409902151
14.426500000000003,45.770974634150136,1.1174463586404135,1.3632470839575407e10,9.368463493941862e9,16349.812438789233
15.458499999999999,45.770974634150136,1.0927670489204209,1.793139091487292e10,1.2395199874175035e10,13205.840681556323
15.424499999999998,45.770974634150136,1.0905734414994042,1.735040485959468e10,1.1999879881158606e10,12919.50445204662
15.458500000000006,45.770974634150136,1.089769487345142,1.7290027438818207e10,1.1960421654467386e10,12814.273953993483
16.536499999999997,45.770974634150136,1.0729264412128696,2.2271374309774105e10,1.5468744687330189e10,10573.407633180752
16.542499999999997,45.770974634150136,1.0756666804770745,2.3290338390133316e10,1.616579218673794e10,10942.759861743265
16.477500000000006,45.770974634150136,1.0706089557177987,2.094343705265943e10,1.4554554334989412e10,10259.561987388273
17.577000000000005,45.770974634150136,1.0581083320525437,2.521870177508395e10,1.7578775124408825e10,8542.956178222237
17.567500000000003,45.770974634150136,1.0523663742871445,2.3630107878156433e10,1.6494465960588066e10,7740.7928572370565
17.553999999999995,45.770974634150136,1.0547135117373865,2.4466476019729828e10,1.706851675083578e10,8069.748207015142
18.6135,45.770974634150136,1.0446447299968311,2.974222739212956e10,2.080005871638197e10,6648.160357957578
18.592500000000005,45.770974634150136,1.0417076871254625,2.724539111117347e10,1.906761018389439e10,6228.308864382489
18.604499999999998,45.770974634150136,1.043954343643248,2.884939464144178e10,2.0179068254035664e10,6549.681732462521
4.9639999999999995,2.288548731707507,1.1078695821631361,2.4653477632217753e8,1.6980728622483167e8,15146.429274638287
4.987,2.288548731707507,1.1044359602159433,2.577045036458469e8,1.7764547565549606e8,14709.890120798473
5.008499999999997,2.288548731707507,1.097606697951426,2.599524312555473e8,1.7948652652721366e8,13833.522330592074
6.1325,2.288548731707507,1.049751568356911,4.9479063455879146e8,3.455977107043916e8,7372.591089245825
6.110000000000002,2.288548731707507,1.0488384261086925,4.866711270254153e8,3.40002199102669e8,7243.575194788727
6.1194999999999995,2.288548731707507,1.0526272496622433,4.7227678535011405e8,3.296412508373283e8,7777.427454236035
7.230999999999999,2.288548731707507,1.0258079476667599,9.727903825879263e8,6.83471064596062e8,3913.698025186941
7.2125,2.288548731707507,1.0252112700916556,9.57956069216403e8,6.73147791878684e8,3825.4387842312904
7.112000000000001,2.288548731707507,1.025839568361732,9.312274013016895e8,6.542642973394477e8,3918.372424484324
8.320030845975003,2.288548731707507,1.0151667469140775,1.554703501542602e9,1.095196589351465e9,2324.1007970685964
8.325499999999998,2.288548731707507,1.0146445540610385,1.6681345833131697e9,1.1752543546205125e9,2245.236667431371
8.326993118433546,2.288548731707507,1.014382853260295,1.6838319122543263e9,1.186390684811126e9,2205.6827842457174
9.477,2.288548731707507,1.0090083368283915,2.6696483198686347e9,1.8834894192795208e9,1388.8321618609161
9.426,2.288548731707507,1.0086955384990062,2.788148705918378e9,1.967246927367762e9,1341.023182355836
10.1525,2.288548731707507,1.0059299541850193,4.0981158057045193e9,2.893519042405612e9,917.0299095211943
10.343499999999999,2.288548731707507,1.0061862546724796,4.2389969473406887e9,2.9927985071081233e9,956.4214726413423
10.4985,2.288548731707507,1.0060539603144865,4.1760973704965353e9,2.948487634669893e9,936.091276382962
