# power_maxi = 0.03
# antistokes_power = 0.006
# window_length = 1.5
# polyorder = 1
# deriv_max = 5.0e7
# power_mini = 2.0e-5
# 
# [calibrations]
# bbg = [1824.8813838215074]
# b = [-1.195530106692199e-5]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1731-30_power_sweep_plot_3.dat"]
# a = [0.015061321344515566]
# abg = [8787.162747897504]
# configuration = [0]
# 
# [data]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1754-49_power_sweep_plot_4.dat"]
# configuration = [0]
# 
power,pfi1,derivative,smoothed
2.0016280023013874e-5,104056.46557240374,2.148923817490695e8,108281.96358027907
2.0016280023013874e-5,115056.46557240374,2.148923817490695e8,108281.96358027907
2.0016280023013874e-5,111156.46557240374,2.148923817490695e8,108281.96358027907
2.0016280023013874e-5,108256.46557240374,2.148923817490695e8,108281.96358027907
2.4867029328062745e-5,108053.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,109153.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,102253.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,104103.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,106753.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,109453.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,105353.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,117053.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,109703.63552033741,1.4355155943611857e8,109296.4584867644
2.4867029328062745e-5,114903.63552033741,1.4355155943611857e8,109296.4584867644
2.9717778634322332e-5,105950.80546827037,4.230241353574256e7,109623.3083718256
2.9717778634322332e-5,107450.80546827037,4.230241353574256e7,109623.3083718256
2.9717778634322332e-5,114950.80546827037,4.230241353574256e7,109623.3083718256
2.9717778634322332e-5,110350.80546827037,4.230241353574256e7,109623.3083718256
2.9717778634322332e-5,109850.80546827037,4.230241353574256e7,109623.3083718256
3.456852794179317e-5,115747.97541620262,2.667014657108193e7,109625.47850635719
3.456852794179317e-5,116297.97541620262,2.667014657108193e7,109625.47850635719
