# power_maxi = 0.03
# antistokes_power = 0.009
# window_length = 1.5
# polyorder = 1
# deriv_max = 3.0e7
# power_mini = 2.0e-5
# 
# [calibrations]
# bbg = [1824.8813838215074]
# b = [-1.195530106692199e-5]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1731-30_power_sweep_plot_3.dat"]
# a = [0.015061321344515566]
# abg = [8787.162747897504]
# configuration = [0]
# 
# [data]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1921-50_power_sweep_plot_4.dat"]
# configuration = [0]
# 
power,pfi1,derivative,smoothed
3.456852794179317e-5,80947.97541620262,-1.5186387386146048e8,79312.68129827591
3.941927725047572e-5,77645.14536413418,4.9829324712140195e7,78619.0211670304
3.941927725047572e-5,77495.14536413418,4.9829324712140195e7,78619.0211670304
3.941927725047572e-5,77945.14536413418,4.9829324712140195e7,78619.0211670304
4.912077587147815e-5,78489.48525999516,4.6923009949510604e7,79061.52189775326
5.3971525183799026e-5,75986.65520792459,2.1565435356840193e7,79230.56298303939
5.3971525183799026e-5,81036.65520792459,2.1565435356840193e7,79230.56298303939
5.3971525183799026e-5,77886.65520792459,2.1565435356840193e7,79230.56298303939
5.3971525183799026e-5,80336.65520792459,2.1565435356840193e7,79230.56298303939
5.3971525183799026e-5,80036.65520792459,2.1565435356840193e7,79230.56298303939
5.882227449733368e-5,82733.8251558533,-8.461784280049516e6,79195.68471810184
6.367302381208262e-5,78930.99510378132,-1.6775014402077977e7,79282.86450890511
6.367302381208262e-5,80680.99510378132,-1.6775014402077977e7,79282.86450890511
6.85237731280464e-5,75728.16505170861,-1.315923969264474e7,79195.05264460771
6.85237731280464e-5,78228.16505170861,-1.315923969264474e7,79195.05264460771
6.85237731280464e-5,78828.16505170861,-1.315923969264474e7,79195.05264460771
6.85237731280464e-5,81978.16505170861,-1.315923969264474e7,79195.05264460771
6.85237731280464e-5,80678.16505170861,-1.315923969264474e7,79195.05264460771
6.85237731280464e-5,79528.16505170861,-1.315923969264474e7,79195.05264460771
7.337452244522546e-5,84675.3349996352,-1.9362656413514968e7,79128.97160184094
