# power_maxi = 0.03
# antistokes_power = 0.00225
# window_length = 1.5
# polyorder = 1
# deriv_max = 1.0e8
# power_mini = 2.0e-5
# 
# [calibrations]
# bbg = [1860.1935029945942]
# b = [-3.7110358339486214e-6]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1056-16_power_sweep_plot_5.dat"]
# a = [0.003870137766747444]
# abg = [491.22183532048626]
# configuration = [0]
# 
# [data]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1057-53_power_sweep_plot_6.dat"]
# configuration = [0]
# 
power,pfi1,derivative,smoothed
2.0708090513898503e-5,7536.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,7436.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,6936.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,12186.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,5136.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,6736.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,7586.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,9186.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,9736.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,7236.707070373988,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,3836.7070703739882,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,2786.7070703739882,2.5015381267994747e8,6754.847275000783
2.0708090513898503e-5,4936.707070373988,2.5015381267994747e8,6754.847275000783
2.1954532822255284e-5,3986.5488642027267,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,5236.548864202727,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,7836.548864202727,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,3636.5488642027267,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,6636.548864202727,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,7486.548864202727,2.8354984771194404e8,6986.822296367739
2.1954532822255284e-5,10986.548864202727,2.8354984771194404e8,6986.822296367739
2.3200975130924882e-5,4786.390658031425,2.8256105877009964e8,7360.628945685028
2.3200975130924882e-5,3786.390658031425,2.8256105877009964e8,7360.628945685028
2.3200975130924882e-5,5786.390658031425,2.8256105877009964e8,7360.628945685028
2.3200975130924882e-5,6086.390658031425,2.8256105877009964e8,7360.628945685028
2.3200975130924882e-5,7036.390658031425,2.8256105877009964e8,7360.628945685028
2.3200975130924882e-5,6886.390658031425,2.8256105877009964e8,7360.628945685028
