# power_maxi = 0.03
# antistokes_power = 0.00013
# window_length = 1.5
# polyorder = 1
# deriv_max = 3.0e9
# power_mini = 2.0e-5
# 
# [calibrations]
# bbg = [1824.8813838215074]
# b = [-1.195530106692199e-5]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1731-30_power_sweep_plot_3.dat"]
# a = [0.015061321344515566]
# abg = [8787.162747897504]
# configuration = [0]
# 
# [data]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1837-36_power_sweep_plot_4.dat"]
# configuration = [0]
# 
power,pfi1,derivative,smoothed
2.0016280023013874e-5,366606.46557240374,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,508206.46557240374,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,544706.4655724037,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,582956.4655724037,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,558506.4655724037,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,546706.4655724037,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,541806.4655724037,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,493156.46557240374,-2.6355397595754695e9,509524.53280073183
2.0016280023013874e-5,356506.46557240374,-2.6355397595754695e9,509524.53280073183
2.4867029328062745e-5,346203.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,355053.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,444703.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,506253.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,526853.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,556253.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,545803.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,526003.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,551653.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,564253.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,567453.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,552953.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,521503.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,479853.6355203374,-5.029782951844906e9,495590.27952583774
2.4867029328062745e-5,447353.6355203374,-5.029782951844906e9,495590.27952583774
2.9717778634322332e-5,354150.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,422700.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,458950.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,493500.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,501900.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,554000.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,560700.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,534000.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,598100.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,540300.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,532200.8054682703,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,469050.8054682704,-1.3978950778451377e8,492567.10884208657
2.9717778634322332e-5,449450.8054682704,-1.3978950778451377e8,492567.10884208657
3.456852794179317e-5,339097.9754162026,-4.07956282295078e8,485470.79449764546
3.456852794179317e-5,392197.9754162026,-4.07956282295078e8,485470.79449764546
