# power_maxi = 0.03
# antistokes_power = 0.002
# window_length = 1.5
# polyorder = 1
# deriv_max = 2.5e8
# power_mini = 2.0e-5
# 
# [calibrations]
# bbg = [1824.8813838215074]
# b = [-1.195530106692199e-5]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1731-30_power_sweep_plot_3.dat"]
# a = [0.015061321344515566]
# abg = [8787.162747897504]
# configuration = [0]
# 
# [data]
# filename = ["I:\\Other computers\\Spectro2021\\Lab66_spectrometer_2021\\DataLab37\\2025\\04\\2025-04-09\\qdplot_logic\\20250409-1853-13_power_sweep_plot_4.dat"]
# configuration = [0]
# 
power,pfi1,derivative,smoothed
2.0016280023013874e-5,253756.46557240374,-5.203484849954117e8,259211.465572647
2.0016280023013874e-5,264356.46557240374,-5.203484849954117e8,259211.465572647
2.0016280023013874e-5,263356.46557240374,-5.203484849954117e8,259211.465572647
2.0016280023013874e-5,244356.46557240374,-5.203484849954117e8,259211.465572647
2.4867029328062745e-5,261353.6355203374,-8.99619122875789e7,257416.00394145126
2.4867029328062745e-5,258103.6355203374,-8.99619122875789e7,257416.00394145126
2.4867029328062745e-5,266353.6355203374,-8.99619122875789e7,257416.00394145126
2.9717778634322332e-5,255450.80546827038,-1.088024669021282e8,256859.8552422487
2.9717778634322332e-5,253300.80546827038,-1.088024669021282e8,256859.8552422487
2.9717778634322332e-5,255300.80546827038,-1.088024669021282e8,256859.8552422487
3.456852794179317e-5,245347.97541620262,1.714280164610233e8,256693.6210614619
3.456852794179317e-5,248397.97541620262,1.714280164610233e8,256693.6210614619
3.456852794179317e-5,251797.97541620262,1.714280164610233e8,256693.6210614619
3.456852794179317e-5,276047.9754162026,1.714280164610233e8,256693.6210614619
3.941927725047572e-5,259595.14536413416,2.2368503775162272e7,257453.17139451258
3.941927725047572e-5,245445.14536413416,2.2368503775162272e7,257453.17139451258
4.4270026560370556e-5,255542.315312065,1.5686931771954054e8,258214.67284823462
4.4270026560370556e-5,243842.315312065,1.5686931771954054e8,258214.67284823462
4.4270026560370556e-5,273092.315312065,1.5686931771954054e8,258214.67284823462
4.4270026560370556e-5,262892.315312065,1.5686931771954054e8,258214.67284823462
4.4270026560370556e-5,258242.315312065,1.5686931771954054e8,258214.67284823462
4.912077587147815e-5,246539.48525999516,-5.001871731480276e7,257143.31293492878
4.912077587147815e-5,273139.48525999516,-5.001871731480276e7,257143.31293492878
4.912077587147815e-5,251039.48525999516,-5.001871731480276e7,257143.31293492878
4.912077587147815e-5,275389.48525999516,-5.001871731480276e7,257143.31293492878
5.3971525183799026e-5,256686.65520792457,-2.3961172823247218e8,258234.0601797686
5.3971525183799026e-5,261586.65520792457,-2.3961172823247218e8,258234.0601797686
5.3971525183799026e-5,261936.65520792457,-2.3961172823247218e8,258234.0601797686
5.882227449733368e-5,249233.8251558533,-1.5199277946079674e8,257865.32121986095
5.882227449733368e-5,259133.8251558533,-1.5199277946079674e8,257865.32121986095
6.367302381208262e-5,253380.99510378132,-1.4550892168306625e8,256353.35990810677
6.367302381208262e-5,269130.9951037813,-1.4550892168306625e8,256353.35990810677
7.337452244522546e-5,269275.3349996352,-1.8195203745678994e8,255860.1636948866
7.337452244522546e-5,245175.3349996352,-1.8195203745678994e8,255860.1636948866
7.337452244522546e-5,232575.3349996352,-1.8195203745678994e8,255860.1636948866
7.337452244522546e-5,266825.3349996352,-1.8195203745678994e8,255860.1636948866
7.822527176362037e-5,250022.5049475611,-2.5263157419599134e8,255525.3754638612
7.822527176362037e-5,256622.5049475611,-2.5263157419599134e8,255525.3754638612
8.30760210832316e-5,245419.67489548627,-1.991734388983337e8,253882.62695515945
8.30760210832316e-5,249519.67489548627,-1.991734388983337e8,253882.62695515945
8.30760210832316e-5,257919.67489548627,-1.991734388983337e8,253882.62695515945
8.30760210832316e-5,271219.67489548627,-1.991734388983337e8,253882.62695515945
8.792677040405968e-5,251916.8448434107,-1.414631438250632e8,253120.65650365458
8.792677040405968e-5,249166.8448434107,-1.414631438250632e8,253120.65650365458
9.277751972610513e-5,257914.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,260814.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,257164.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,250464.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,251114.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,259164.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,254764.01479133448,-1.5162389814455923e8,252562.30311035816
9.277751972610513e-5,232814.01479133448,-1.5162389814455923e8,252562.30311035816
9.762826904936842e-5,240011.18473925753,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,236911.18473925753,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,240461.18473925753,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,251211.18473925753,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,262461.1847392575,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,265661.1847392575,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,254011.18473925753,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,277861.1847392575,-1.0985186918818232e8,251969.14588865804
9.762826904936842e-5,257161.18473925753,-1.0985186918818232e8,251969.14588865804
0.00010247901837385012,235358.35468717985,-1.1886304737876987e8,251416.02390495245
0.00010247901837385012,238758.35468717985,-1.1886304737876987e8,251416.02390495245
0.00010732976769955067,261305.52463510146,-7.978756041405366e7,251000.02985700793
0.00010732976769955067,255655.52463510146,-7.978756041405366e7,251000.02985700793
0.00011218051702647064,237702.69458302238,-1.1119641605151212e8,250445.762537536
0.00011218051702647064,245452.69458302238,-1.1119641605151212e8,250445.762537536
0.00011218051702647064,245402.69458302238,-1.1119641605151212e8,250445.762537536
0.0001170312663546105,244299.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,248099.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,249599.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,247649.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,259999.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,240049.86453094258,-1.7203599690405095e8,249520.28722198014
0.0001170312663546105,227999.86453094258,-1.7203599690405095e8,249520.28722198014
0.00012188201568397073,239997.03447886207,-1.6696554839782017e8,248653.19941429433
0.00012188201568397073,253047.03447886207,-1.6696554839782017e8,248653.19941429433
