A,fwhm,temperature,intensity,S
4179.364970490758,1.3854417857216606e8,4.166000000000001,6.86564619512252,1.915183387406102
3906.1197488486705,1.6162166732301897e8,4.1205,6.86564619512252,1.590781461165212
3641.6960518734745,1.315464244030051e8,4.028999999999999,6.86564619512252,1.338910057635845
3663.892454349018,1.4893588834850928e8,4.272000000000003,6.86564619512252,1.3581543759722001
3881.0234343604984,1.0916471995729734e8,4.1930000000000005,6.86564619512252,1.564570105026612
3824.896072232672,1.2532174490882142e8,4.0835,6.86564619512252,1.5078259943365746
4144.585535854744,1.0842738639549042e8,4.114500000000001,6.86564619512252,1.8694512565660184
3513.7038377398685,1.2207870367359994e8,4.1305,6.86564619512252,1.2337927710711294
3523.4962663408423,1.0916471995729525e8,4.099500000000001,6.86564619512252,1.2415001418606937
3240.820255035452,2.232431690654929e8,5.185,6.86564619512252,1.038467568663039
2982.7010411170404,1.6670695468912825e8,5.1805,6.86564619512252,0.8827455724455701
3063.231902254779,1.9431733572305968e8,5.1535,6.86564619512252,0.9287136042475854
2355.4341070688265,3.076441908673761e8,6.241000000000001,6.86564619512252,0.5879533870357488
2356.476849067997,2.5762579006840456e8,6.204500000000001,6.86564619512252,0.5883668147709146
2284.9379167695265,3.178386083225481e8,6.206999999999999,6.86564619512252,0.5604934501258212
1302.9964573115694,5.842047767539399e8,7.320499999999987,6.86564619512252,0.25758067514203126
1312.974607473415,5.229964494396788e8,7.267499999999999,6.86564619512252,0.26006617321423203
1319.313904624199,5.010983076358954e8,7.315499999999999,6.86564619512252,0.2616503646723996
760.4855358911819,1.0160907055531621e9,8.333999999999946,6.86564619512252,0.1357741616996803
781.8926941040486,8.830900943269856e8,8.371999999999998,6.86564619512252,0.1401316899111801
688.9365364660032,1.026455427328872e9,8.379500000000002,6.86564619512252,0.1214486830512586
488.4637019710697,1.4485784871787283e9,9.449000000000002,6.86564619512252,0.08316925435445516
536.8704439199246,1.3778448705462987e9,9.408,6.86564619512252,0.09217100559738152
441.15787072278926,1.586758773642509e9,9.372,6.86564619512252,0.07451444614807612
287.2444402147495,2.566080360409769e9,10.372999999999998,6.86564619512252,0.04728811398951324
284.0641554109836,2.6259009115038114e9,10.476999999999999,6.86564619512252,0.046740082856679355
281.7881222417986,2.3364922225162454e9,10.555,6.86564619512252,0.04634822562037379
174.88459442281913,4.0071824517563834e9,11.417000000000005,6.86564619512252,0.02826779783194886
173.39405571611303,3.6403182806613e9,11.549500000000002,6.86564619512252,0.028020121050233892
176.83787743261817,3.5658441048263316e9,11.587,6.86564619512252,0.02859254768885625
121.01285702454005,5.303076279364566e9,12.509500000000005,6.86564619512252,0.019391286303690303
173.80130674012082,3.1782222335854545e9,12.536000000000007,6.86564619512252,0.028087780456827614
117.77250808300792,5.541642956540498e9,12.666500000000001,6.86564619512252,0.01886225379795715
849.5345445113687,3.3967386723107e9,11.115,22.885487317075068,0.154122947752614
771.7145841815047,3.547555639330128e9,11.058499999999974,22.885487317075068,0.13805572566626098
781.2745127240487,3.471864093205197e9,10.949,22.885487317075068,0.1400053873877124
547.9165637417359,4.846117924781731e9,12.166000000000002,22.885487317075068,0.09424615614691696
839.0837938948791,3.265278007077243e9,12.0555,22.885487317075068,0.15193889466671356
534.9893520678664,4.986204807556198e9,12.056500000000002,22.885487317075068,0.09181840321467707
404.8283220352774,6.961025213797354e9,13.243000000000002,22.885487317075068,0.06796111837777392
395.5734735322808,6.922415715146684e9,13.236500000000001,22.885487317075068,0.0663044325495343
444.476019909584,6.424702103064457e9,13.295500000000002,22.885487317075068,0.07511700307659332
309.6156592458373,9.392393585570993e9,14.1005,22.885487317075068,0.0511594298101894
299.6538361656029,9.587914310753761e9,14.432499999999996,22.885487317075068,0.04943201788822239
298.860127552599,9.434355479461939e9,14.374000000000002,22.885487317075068,0.04929463044511351
235.878833559175,1.3124870563820345e10,15.522,22.885487317075068,0.03850634641680553
243.7905634977163,1.256982466916609e10,15.50099999999999,22.885487317075068,0.039849374925715456
245.3973317897871,1.2215447919513405e10,15.371000000000002,22.885487317075068,0.040122550828791036
204.7323317601804,1.521936506354725e10,16.663,22.885487317075068,0.033252720138813106
192.0410115006922,1.5399444644144495e10,16.659999999999997,22.885487317075068,0.03112722653531948
197.52461029049138,1.5142239583071278e10,16.600999999999996,22.885487317075068,0.03204452474872345
158.66877215064656,1.7997801076018906e10,17.742499999999996,22.885487317075068,0.025579676889151318
164.36367491136542,1.9048399906144196e10,17.702999999999996,22.885487317075068,0.02652212667782895
155.50849763215118,1.853251143780413e10,17.761500000000005,22.885487317075068,0.0250574291117966
129.38451628358445,2.1932927785772945e10,18.895499999999995,22.885487317075068,0.02076062397600187
123.48385787081993,2.3694662125543743e10,18.894500000000004,22.885487317075068,0.019795081279727393
125.97028988470682,2.3536876152343426e10,18.867,22.885487317075068,0.020201720946495867
99.12412148442004,2.6181813984134506e10,20.014499999999984,22.885487317075068,0.015828284196399922
111.51285248855294,2.1610595878895782e10,19.987999999999992,22.885487317075068,0.0178418304324441
103.7323857295998,2.9503842005515923e10,20.032500000000006,22.885487317075068,0.016576336317027544
2134.530932489805,3.3374667132802284e10,20.003000000000004,915.4194926830027,0.504968084012457
2105.6311326718896,3.3464817654913e10,20.011000000000003,915.4194926830027,0.4947487052092629
2118.4561449520056,3.475063441732728e10,20.015999999999995,915.4194926830027,0.4992666304223772
1759.9585427374914,3.744231606691484e10,21.396499999999996,915.4194926830027,0.38246386981549313
1737.9900544422408,3.895613368794894e10,21.3575,915.4194926830027,0.37589525909915283
1763.623402322373,3.844534816784596e10,21.4555,915.4194926830027,0.3835657772877157
