A,fwhm,temperature,intensity,S
1459.024168683634,4.3036349815759155e10,22.646500000000003,915.4194926830027,0.2976040753324064
1444.6659068235567,4.173074167004349e10,22.718999999999998,915.4194926830027,0.29381485037365135
1417.8389233010514,4.0499958711596245e10,22.886500000000005,915.4194926830027,0.2867940406618983
1183.0517213571602,4.665965402345264e10,23.941000000000003,915.4194926830027,0.22845274069308466
1201.6179331477265,4.1625920105401985e10,23.908999999999995,915.4194926830027,0.2328728624661647
1185.4323253824907,4.642783747375819e10,23.894,915.4194926830027,0.22901772703789067
980.6889820410255,4.938818201394037e10,25.099500000000013,915.4194926830027,0.18225360636362614
949.4892309729794,4.756035909851749e10,25.183000000000007,915.4194926830027,0.17543813745348105
970.5991575815067,5.107528181679414e10,25.234499999999997,915.4194926830027,0.18004089125065728
800.6728528372614,5.321078460240802e10,26.375500000000002,915.4194926830027,0.14398210627481361
738.8741849193146,5.4294982818894485e10,26.322499999999994,915.4194926830027,0.1314087258368122
707.3220626142008,5.16448987704461e10,26.2845,915.4194926830027,0.12509520581793068
568.1054389192954,5.527360546815322e10,27.383999999999993,915.4194926830027,0.09805933475623183
558.2877477289585,5.494471139010105e10,27.4,915.4194926830027,0.09620170210884131
517.5023441288005,5.100375705733177e10,27.468500000000002,915.4194926830027,0.08855140387312621
457.0134029057562,5.117388429743342e10,28.563999999999993,915.4194926830027,0.07739983383115367
437.99227515066224,5.710935491969485e10,28.570999999999994,915.4194926830027,0.07394022129729176
416.1903013484556,5.3606744304894936e10,28.591999999999995,915.4194926830027,0.07000204895441783
319.56278310725594,5.6999754675085594e10,29.4105,915.4194926830027,0.05288997639588042
315.71036633235303,5.286690685266395e10,29.545499999999997,915.4194926830027,0.052219078213059066
